Case#,Meal,TotalMeals,UniversalMeals,TotalEnrolled,FR,TraditionalSchool,PublicSchool,SchoolType
18758,LUNCH,75785,0,794,429,100,100,Middle
8483,LUNCH,79640,100,794,561,100,100,Elementary
10040,BREAKFAST,5993,0,795,57,100,100,Elementary
20929,BREAKFAST,7578,0,795,218,100,100,Elementary
7075,BREAKFAST,14011,0,795,239,100,100,Middle
15903,BREAKFAST,32658,0,795,461,100,100,Mixed
7074,LUNCH,35594,0,795,239,100,100,Elementary
10041,LUNCH,42966,0,795,57,100,100,High
20928,LUNCH,51652,0,795,218,100,100,Mixed
15317,LUNCH,75630,0,795,476,100,100,Mixed
11220,BREAKFAST,9429,0,796,163,100,100,Elementary
6146,BREAKFAST,9959,0,796,100,100,100,High
96,BREAKFAST,15316,0,796,285,100,100,Middle
22963,BREAKFAST,15632,0,796,344,100,100,Middle
24085,BREAKFAST,20878,0,796,435,100,100,Elementary
12276,BREAKFAST,49320,0,796,466,100,100,Elementary
6145,LUNCH,60882,0,796,100,100,100,Mixed
11223,LUNCH,61143,0,796,163,100,100,Middle
22962,LUNCH,64535,0,796,344,100,100,Mixed
12275,LUNCH,71951,0,796,466,100,100,Elementary
24086,LUNCH,74762,0,796,435,100,100,Middle
6420,BREAKFAST,4835,0,797,47,100,100,High
14203,BREAKFAST,7057,0,797,246,100,100,Middle
8197,BREAKFAST,7541,0,797,313,100,100,Mixed
13799,BREAKFAST,12644,0,798,228,100,100,Mixed
20242,BREAKFAST,18388,0,798,434,100,100,High
13153,BREAKFAST,26974,0,798,357,100,100,Middle
13798,LUNCH,38286,0,798,228,100,100,High
20243,LUNCH,74331,0,798,434,100,100,Mixed
14937,BREAKFAST,5687,0,799,116,100,100,Middle
11158,BREAKFAST,7050,0,799,116,100,100,High
7840,BREAKFAST,7232,0,799,341,100,100,Mixed
14313,BREAKFAST,14743,0,799,428,100,100,Elementary
21205,BREAKFAST,16047,0,799,234,100,100,Elementary
19899,BREAKFAST,17720,0,799,242,100,100,Mixed
15267,BREAKFAST,19170,0,799,364,100,100,Elementary
7841,LUNCH,22046,0,799,341,100,100,Elementary
14936,LUNCH,23703,0,799,116,100,100,High
23160,BREAKFAST,35791,0,799,149,100,100,Elementary
11159,LUNCH,36007,0,799,116,100,100,Middle
15266,LUNCH,62950,0,799,364,100,100,High
19898,LUNCH,65238,0,799,242,100,100,Mixed
21206,LUNCH,65956,0,799,234,100,100,Mixed
23161,LUNCH,66320,0,799,149,100,100,Elementary
7107,LUNCH,67451,0,799,161,100,100,Mixed
14314,LUNCH,71565,0,799,428,100,100,Middle
16651,BREAKFAST,1746,0,800,800,0,100,High
16653,LUNCH,1751,0,800,800,0,100,High
4670,BREAKFAST,2904,0,800,68,100,100,Mixed
4671,LUNCH,25115,0,800,68,100,100,Mixed
3384,LUNCH,35846,0,800,208,100,100,High
24948,LUNCH,75979,0,800,336,100,100,Elementary
7795,BREAKFAST,9770,0,801,415,100,100,Elementary
13169,BREAKFAST,15651,0,801,183,100,100,High
19963,BREAKFAST,20961,0,801,487,100,100,Elementary
13170,LUNCH,39308,0,801,183,100,100,High
19964,LUNCH,56793,0,801,487,100,100,Middle
19487,BREAKFAST,66037,0,801,440,100,100,Mixed
19486,LUNCH,71307,0,801,440,100,100,Middle
14418,BREAKFAST,6243,0,802,189,100,100,Mixed
14316,BREAKFAST,13325,0,802,484,100,100,Elementary
12010,BREAKFAST,16311,0,802,298,100,100,Elementary
25298,BREAKFAST,18165,0,802,310,100,100,High
14416,LUNCH,26584,0,802,189,100,100,High
12251,BREAKFAST,29122,0,802,378,100,100,Elementary
15973,BREAKFAST,36233,0,802,453,100,100,Elementary
12009,LUNCH,58413,0,802,298,100,100,Elementary
18819,LUNCH,58817,0,802,378,100,100,Elementary
14315,LUNCH,66113,0,802,484,100,100,Elementary
12207,LUNCH,67161,0,802,378,100,100,Mixed
15974,LUNCH,78536,0,802,453,100,100,Mixed
19366,BREAKFAST,8938,0,804,218,100,100,Elementary
3536,BREAKFAST,9855,0,804,128,100,100,Mixed
24257,BREAKFAST,10355,0,804,141,100,100,Elementary
19088,BREAKFAST,16573,0,804,279,100,100,High
18555,LUNCH,27173,0,804,139,100,100,Elementary
3535,LUNCH,35840,0,804,128,100,100,Elementary
24254,LUNCH,41262,0,804,141,100,100,Elementary
19091,LUNCH,41657,0,804,279,100,100,Elementary
25795,BREAKFAST,3430,0,805,207,100,100,High
9188,BREAKFAST,21346,0,805,323,100,100,High
8768,BREAKFAST,22034,0,805,398,100,100,High
18657,BREAKFAST,60115,0,805,757,100,100,Mixed
22867,LUNCH,67262,0,805,323,100,100,Elementary
9189,LUNCH,74651,0,805,323,100,100,Middle
18658,LUNCH,123409,0,805,757,100,100,Elementary
9455,BREAKFAST,8850,0,806,105,100,100,Elementary
15030,BREAKFAST,13930,100,806,806,100,100,Middle
9706,BREAKFAST,16610,0,806,535,100,100,Middle
7025,BREAKFAST,17629,0,806,253,100,100,Elementary
7627,BREAKFAST,18485,0,806,374,100,100,Mixed
20486,BREAKFAST,27296,100,806,806,100,100,Elementary
14303,BREAKFAST,27652,0,806,806,100,100,Elementary
1541,LUNCH,28493,0,806,235,100,100,Middle
7758,BREAKFAST,35179,100,806,570,100,100,High
23801,BREAKFAST,35648,100,806,788,100,100,Middle
23806,BREAKFAST,35648,100,806,806,100,100,Middle
23802,BREAKFAST,35648,100,806,788,100,100,Middle
23804,BREAKFAST,35648,100,806,788,100,100,Middle
23803,BREAKFAST,35648,100,806,788,100,100,Middle
23808,BREAKFAST,35648,100,806,806,100,100,Elementary
23807,BREAKFAST,35648,100,806,806,100,100,Middle
7026,LUNCH,46483,0,806,253,100,100,Elementary
9454,LUNCH,52402,0,806,105,100,100,Mixed
9837,LUNCH,58737,0,806,535,100,100,Mixed
15031,LUNCH,61164,100,806,806,100,100,Mixed
7628,LUNCH,73680,0,806,374,100,100,Elementary
20487,LUNCH,84009,100,806,806,100,100,Elementary
14302,LUNCH,85929,0,806,806,100,100,Mixed
23812,LUNCH,97643,100,806,788,100,100,Middle
23811,LUNCH,97643,100,806,788,100,100,Middle
23901,LUNCH,97643,100,806,806,100,100,Middle
23903,LUNCH,97643,100,806,806,100,100,Mixed
23813,LUNCH,97643,100,806,806,100,100,Middle
23810,LUNCH,97643,100,806,788,100,100,Middle
23809,LUNCH,97643,100,806,788,100,100,Middle
1706,BREAKFAST,4875,0,807,378,100,100,High
18452,BREAKFAST,12317,0,807,388,100,100,Mixed
19148,BREAKFAST,20836,0,807,479,100,100,Elementary
25340,BREAKFAST,53985,100,807,807,100,100,Elementary
19149,LUNCH,54686,0,807,479,100,100,Elementary
18453,LUNCH,58851,0,807,388,100,100,Elementary
25341,LUNCH,121776,100,807,807,100,100,Elementary
19732,LUNCH,34787,0,808,194,100,100,Middle
3421,BREAKFAST,4529,0,809,208,100,100,Elementary
10231,BREAKFAST,7858,0,809,164,100,100,Middle
24133,BREAKFAST,10704,0,809,149,100,100,High
3422,LUNCH,11812,0,809,208,100,100,Middle
12073,BREAKFAST,11857,0,809,167,100,100,Elementary
11508,BREAKFAST,25028,0,809,537,100,100,Middle
25770,BREAKFAST,40613,0,809,49,100,100,Elementary
24132,LUNCH,43701,0,809,149,100,100,Elementary
10230,LUNCH,47014,0,809,164,100,100,Elementary
12072,LUNCH,56477,0,809,167,100,100,Elementary
8147,LUNCH,64155,0,809,539,100,100,Elementary
23972,BREAKFAST,11607,0,810,394,100,100,Mixed
4657,BREAKFAST,14252,0,810,113,100,100,Elementary
7636,BREAKFAST,15430,0,810,353,100,100,High
21763,BREAKFAST,20999,0,810,279,100,100,Mixed
15046,BREAKFAST,24097,0,810,438,100,100,Mixed
15047,LUNCH,81505,0,810,438,100,100,Elementary
3387,BREAKFAST,6172,0,811,181,100,100,High
20211,BREAKFAST,20810,0,811,427,100,100,High
20212,LUNCH,72259,0,811,427,100,100,Mixed
21856,BREAKFAST,21963,0,812,206,100,100,Middle
19558,LUNCH,59463,0,812,203,100,100,Mixed
23447,LUNCH,61563,0,812,167,100,100,Elementary
15563,BREAKFAST,4343,0,813,110,100,100,Mixed
8494,BREAKFAST,6831,0,813,218,100,100,Mixed
9387,BREAKFAST,23245,0,813,388,100,100,Elementary
15564,LUNCH,27303,0,813,110,100,100,Elementary
14491,BREAKFAST,32060,0,813,737,100,100,Elementary
15867,BREAKFAST,44955,0,813,813,100,100,Mixed
22614,BREAKFAST,50125,0,813,696,100,100,Middle
8091,BREAKFAST,50627,0,813,506,100,100,High
8493,LUNCH,56527,0,813,218,100,100,Mixed
9388,LUNCH,65088,0,813,388,100,100,Mixed
8090,LUNCH,76561,0,813,506,100,100,Mixed
22615,LUNCH,97622,0,813,696,100,100,Elementary
15868,LUNCH,110027,0,813,813,100,100,Elementary
17000,BREAKFAST,1052,100,814,700,100,100,Mixed
22179,BREAKFAST,14482,0,814,339,100,100,Middle
25819,BREAKFAST,47301,0,814,381,100,100,Mixed
20164,LUNCH,47338,0,814,365,100,100,Elementary
22180,LUNCH,48180,0,814,339,100,100,Mixed
25821,LUNCH,74376,0,814,381,100,100,Mixed
6000,LUNCH,82169,0,814,399,100,100,Elementary
9090,BREAKFAST,14105,0,816,206,100,100,Mixed
9511,BREAKFAST,20243,0,816,301,100,100,Elementary
21211,LUNCH,29638,0,816,112,100,100,Elementary
18497,BREAKFAST,43575,0,816,816,100,100,High
9091,LUNCH,47219,0,816,206,100,100,Elementary
9512,LUNCH,78686,0,816,301,100,100,Elementary
18496,LUNCH,100753,0,816,816,100,100,Mixed
18253,LUNCH,113737,0,816,690,100,100,Middle
9857,BREAKFAST,7736,0,817,205,100,100,High
25087,BREAKFAST,20313,0,817,298,100,100,Elementary
21607,BREAKFAST,25869,0,817,314,100,100,High
1711,LUNCH,32528,0,817,300,100,100,High
243,BREAKFAST,33499,0,817,550,100,100,High
20722,BREAKFAST,39078,0,817,630,100,100,Elementary
9858,LUNCH,54081,0,817,205,100,100,Elementary
21610,LUNCH,55031,0,817,314,100,100,High
25086,LUNCH,62248,0,817,298,100,100,Elementary
244,LUNCH,70965,0,817,550,100,100,Elementary
9719,BREAKFAST,1530,0,818,44,100,100,High
19908,BREAKFAST,1702,0,818,60,100,100,High
15686,LUNCH,2363,0,818,818,0,0,Elementary
15685,BREAKFAST,2367,0,818,818,0,0,Middle
19909,LUNCH,28265,0,818,60,100,100,Elementary
13354,BREAKFAST,35728,100,818,818,100,100,Elementary
9720,LUNCH,39423,0,818,44,100,100,Mixed
401,LUNCH,432,0,819,426,100,100,High
11851,BREAKFAST,4644,0,819,128,100,100,Elementary
399,BREAKFAST,5712,0,819,426,100,100,High
11850,LUNCH,41314,0,819,128,100,100,Elementary
11849,LUNCH,50443,0,820,205,100,100,Mixed
9797,BREAKFAST,1965,0,821,32,100,100,High
23971,BREAKFAST,13334,0,821,321,100,100,Elementary
15274,BREAKFAST,16571,0,821,383,100,100,Elementary
13536,BREAKFAST,17779,0,821,410,100,100,Elementary
7895,LUNCH,55138,0,821,215,100,100,High
15275,LUNCH,63990,0,821,383,100,100,Mixed
23970,LUNCH,67933,0,821,321,100,100,High
22650,BREAKFAST,89926,100,821,821,100,100,Elementary
22519,LUNCH,107442,100,821,821,100,100,Mixed
11642,BREAKFAST,4856,0,822,208,100,100,High
9891,BREAKFAST,5286,0,822,98,100,100,High
7018,BREAKFAST,9327,0,822,71,100,100,Middle
7314,BREAKFAST,16337,0,822,261,100,100,Elementary
7305,BREAKFAST,16671,0,822,259,100,100,Middle
5727,BREAKFAST,16719,0,822,426,100,100,Middle
24407,BREAKFAST,25691,0,822,337,100,100,High
11643,LUNCH,26203,0,822,208,100,100,High
7017,LUNCH,35046,0,822,71,100,100,Mixed
7313,LUNCH,40433,0,822,261,100,100,Mixed
9892,LUNCH,46280,0,822,98,100,100,Elementary
7306,LUNCH,51165,0,822,259,100,100,Mixed
5726,LUNCH,75233,0,822,426,100,100,Elementary
14094,BREAKFAST,4755,0,823,115,100,100,Middle
5516,BREAKFAST,8512,0,823,172,100,100,High
8013,BREAKFAST,8621,100,823,600,100,100,Middle
8014,BREAKFAST,8621,100,823,523,100,100,Elementary
17559,BREAKFAST,9103,0,823,211,100,100,Middle
13733,BREAKFAST,22804,0,823,746,100,100,Mixed
767,BREAKFAST,30905,0,823,544,100,100,High
5689,LUNCH,51042,0,823,172,100,100,Mixed
17558,LUNCH,55044,0,823,211,100,100,Mixed
766,LUNCH,68703,0,823,544,100,100,Mixed
13732,LUNCH,94446,0,823,746,100,100,Mixed
2914,BREAKFAST,4547,0,824,115,100,100,Mixed
1810,BREAKFAST,5163,0,824,290,100,100,High
9896,BREAKFAST,23351,0,824,106,100,100,Elementary
15241,BREAKFAST,28623,0,824,282,100,100,High
1809,LUNCH,49127,0,824,290,100,100,High
9895,LUNCH,72537,0,824,106,100,100,Middle
15240,LUNCH,79041,0,824,282,100,100,Elementary
12618,BREAKFAST,5286,0,825,206,100,100,High
8280,BREAKFAST,20882,0,825,578,100,100,Mixed
16542,BREAKFAST,20928,0,825,549,100,100,Middle
12619,LUNCH,26777,0,825,206,100,100,Mixed
13533,BREAKFAST,61292,0,825,465,100,100,Elementary
8281,LUNCH,64769,0,825,578,100,100,Middle
22124,LUNCH,72842,0,825,415,100,100,Elementary
16541,LUNCH,83075,0,825,549,100,100,Elementary
5946,BREAKFAST,14540,0,826,325,100,100,High
7307,BREAKFAST,16671,0,826,264,100,100,High
7308,LUNCH,51165,0,826,264,100,100,Mixed
6076,LUNCH,57132,0,826,325,100,100,Elementary
23906,BREAKFAST,69076,100,826,783,100,100,Middle
23904,BREAKFAST,69076,100,826,783,100,100,Middle
23910,BREAKFAST,69076,100,826,826,100,100,Middle
23908,BREAKFAST,69076,100,826,826,100,100,Middle
23905,BREAKFAST,69076,100,826,783,100,100,Middle
23909,BREAKFAST,69076,100,826,826,100,100,Middle
23907,BREAKFAST,69076,100,826,783,100,100,Middle
23911,BREAKFAST,69076,100,826,826,100,100,Mixed
140,LUNCH,69895,0,826,303,100,100,Mixed
14463,BREAKFAST,14668,0,827,381,100,100,Elementary
18708,BREAKFAST,29697,0,827,552,100,100,Mixed
20767,BREAKFAST,30801,0,827,415,100,100,Mixed
1321,LUNCH,32535,0,827,224,100,100,High
6002,BREAKFAST,62077,100,827,487,100,100,Mixed
17061,LUNCH,65951,0,827,495,100,100,Middle
14462,LUNCH,68839,0,827,381,100,100,Elementary
20766,LUNCH,73083,0,827,415,100,100,Elementary
18707,LUNCH,80977,0,827,552,100,100,Elementary
15270,BREAKFAST,32507,0,828,442,100,100,High
13509,BREAKFAST,32982,0,828,828,100,100,Elementary
296,LUNCH,40692,0,828,372,100,100,High
13508,LUNCH,92019,0,828,828,100,100,Mixed
2034,BREAKFAST,6049,0,829,265,100,100,High
19716,BREAKFAST,29397,0,829,580,100,100,Elementary
7383,LUNCH,63773,0,829,466,100,100,Elementary
19715,LUNCH,93035,0,829,580,100,100,Middle
20369,BREAKFAST,6755,0,830,312,100,100,Elementary
10228,BREAKFAST,7939,0,830,198,100,100,Elementary
23937,BREAKFAST,16545,0,830,341,100,100,Elementary
17008,BREAKFAST,29551,0,830,503,100,100,Elementary
13300,BREAKFAST,41444,0,830,488,100,100,Elementary
10229,LUNCH,53609,0,830,198,100,100,Middle
20370,LUNCH,63744,0,830,312,100,100,Mixed
23938,LUNCH,69142,0,830,341,100,100,Elementary
13299,LUNCH,76985,0,830,488,100,100,Elementary
17009,LUNCH,84626,0,830,503,100,100,Mixed
13649,BREAKFAST,6469,0,831,221,100,100,High
6803,BREAKFAST,9153,0,831,198,100,100,Elementary
23084,BREAKFAST,16888,0,831,724,100,100,Mixed
23082,BREAKFAST,16888,0,831,345,100,100,Middle
8094,BREAKFAST,36028,0,831,598,100,100,Elementary
23083,LUNCH,41516,0,831,724,100,100,Middle
23085,LUNCH,41516,0,831,345,100,100,Elementary
8095,LUNCH,48816,0,831,598,100,100,Elementary
1248,LUNCH,48865,0,831,621,100,100,Mixed
19264,LUNCH,85642,0,831,587,100,100,Mixed
4784,BREAKFAST,17181,0,832,48,100,100,Mixed
15907,BREAKFAST,19689,0,832,426,100,100,Middle
15028,BREAKFAST,29170,0,832,832,100,100,High
8396,BREAKFAST,31323,0,832,483,100,100,Elementary
15906,LUNCH,79243,0,832,426,100,100,Elementary
8395,LUNCH,86882,0,832,483,100,100,Mixed
15029,LUNCH,106023,0,832,832,100,100,Elementary
15584,BREAKFAST,11598,0,833,242,100,100,High
16538,BREAKFAST,15440,0,833,514,100,100,Mixed
14913,BREAKFAST,18353,0,833,260,100,100,Middle
15583,LUNCH,39318,0,833,242,100,100,Mixed
14914,LUNCH,47899,0,833,260,100,100,High
16537,LUNCH,70524,0,833,514,100,100,Mixed
2035,BREAKFAST,2929,0,834,296,100,100,Mixed
21050,BREAKFAST,6429,0,834,253,100,100,Elementary
19482,BREAKFAST,9809,0,834,354,100,100,High
12406,BREAKFAST,18581,0,834,301,100,100,Mixed
19717,BREAKFAST,27853,0,834,562,100,100,Elementary
2036,LUNCH,36869,0,834,296,100,100,Elementary
19689,BREAKFAST,39119,100,834,834,100,100,Mixed
15343,LUNCH,47124,0,834,197,100,100,Elementary
12407,LUNCH,51341,0,834,301,100,100,Mixed
19483,LUNCH,56764,0,834,354,100,100,Elementary
19718,LUNCH,86184,0,834,562,100,100,Elementary
19688,LUNCH,113936,100,834,834,100,100,High
1803,BREAKFAST,1587,0,835,258,100,100,Mixed
1804,LUNCH,25953,0,835,258,100,100,Mixed
15534,BREAKFAST,9953,0,836,347,100,100,High
20046,BREAKFAST,36003,100,836,717,100,100,Mixed
24669,BREAKFAST,55746,100,836,836,100,100,Elementary
9704,LUNCH,64636,0,836,553,100,100,Middle
15533,LUNCH,65295,0,836,347,100,100,Elementary
25822,LUNCH,74376,0,836,391,100,100,Middle
20191,BREAKFAST,10796,0,837,303,100,100,Middle
7098,BREAKFAST,11334,0,837,254,100,100,High
20690,BREAKFAST,17807,100,837,589,100,100,Middle
20691,BREAKFAST,17807,100,837,632,100,100,Middle
20192,LUNCH,42065,0,837,303,100,100,Elementary
7099,LUNCH,45994,0,837,254,100,100,Elementary
20692,LUNCH,73192,100,837,589,100,100,Middle
4055,BREAKFAST,11729,0,838,332,100,100,Elementary
14460,BREAKFAST,32556,0,838,409,100,100,Middle
784,BREAKFAST,33868,0,838,534,100,100,Elementary
3365,LUNCH,41192,0,838,172,100,100,Elementary
14571,BREAKFAST,44495,0,838,838,100,100,Elementary
4056,LUNCH,54613,0,838,332,100,100,Mixed
783,LUNCH,68518,0,838,534,100,100,Elementary
14461,LUNCH,77522,0,838,409,100,100,Mixed
14570,LUNCH,108438,0,838,838,100,100,Elementary
2952,BREAKFAST,6452,0,839,85,100,100,Mixed
6638,LUNCH,7452,0,839,32,100,100,Middle
19818,BREAKFAST,8615,0,839,311,100,100,High
23444,BREAKFAST,11906,0,839,160,100,100,Middle
2949,LUNCH,19784,0,839,85,100,100,Mixed
23445,LUNCH,49455,0,839,160,100,100,Elementary
18820,BREAKFAST,83171,0,839,444,100,100,Elementary
7480,BREAKFAST,22870,0,840,484,100,100,Middle
743,BREAKFAST,25642,0,840,502,100,100,Elementary
14297,BREAKFAST,32489,0,840,840,100,100,Elementary
15888,BREAKFAST,32639,0,840,840,100,100,Elementary
15272,BREAKFAST,44376,0,840,451,100,100,Elementary
742,LUNCH,50452,0,840,502,100,100,Elementary
15273,LUNCH,79782,0,840,451,100,100,Mixed
14296,LUNCH,90670,0,840,840,100,100,Elementary
7479,LUNCH,98446,0,840,484,100,100,Mixed
15889,LUNCH,109999,0,840,840,100,100,Elementary
19725,BREAKFAST,13662,0,841,311,100,100,Elementary
23146,BREAKFAST,30261,100,841,781,100,100,High
19726,LUNCH,36316,0,841,311,100,100,Mixed
14464,BREAKFAST,63397,0,841,470,100,100,High
24926,LUNCH,83773,100,841,471,100,100,Elementary
7104,BREAKFAST,11690,0,842,166,100,100,Elementary
4177,BREAKFAST,18186,0,842,564,100,100,Elementary
21849,BREAKFAST,20919,0,842,291,100,100,High
18526,BREAKFAST,26908,0,842,740,100,100,Elementary
7105,LUNCH,50589,0,842,166,100,100,Mixed
3961,LUNCH,84658,0,842,564,100,100,Elementary
18527,LUNCH,90120,0,842,740,100,100,Mixed
16286,BREAKFAST,20977,0,843,353,100,100,High
3800,BREAKFAST,22788,0,843,296,100,100,Middle
17491,BREAKFAST,29411,0,843,489,100,100,Elementary
14784,BREAKFAST,45828,0,843,455,100,100,Middle
17219,BREAKFAST,62967,100,843,843,100,100,Elementary
14785,LUNCH,74611,0,843,455,100,100,Middle
16287,LUNCH,75476,0,843,353,100,100,Elementary
17490,LUNCH,86823,0,843,489,100,100,Middle
17220,LUNCH,124765,100,843,843,100,100,Elementary
13534,BREAKFAST,19146,0,844,398,100,100,Elementary
10801,LUNCH,35026,0,844,26,100,100,High
23781,BREAKFAST,47918,100,844,799,100,100,Elementary
23783,BREAKFAST,47918,100,844,799,100,100,Elementary
23782,BREAKFAST,47918,100,844,799,100,100,Elementary
13535,LUNCH,70726,0,844,398,100,100,Middle
25756,BREAKFAST,13826,100,845,731,100,100,Elementary
20239,LUNCH,53409,0,845,250,100,100,Elementary
25757,LUNCH,86273,100,845,731,100,100,Elementary
16945,BREAKFAST,6434,0,846,172,100,100,Mixed
8491,BREAKFAST,8133,0,846,240,100,100,Middle
24722,BREAKFAST,9148,0,846,198,100,100,High
24721,LUNCH,32356,0,846,198,100,100,Elementary
9591,BREAKFAST,34115,0,846,547,100,100,Elementary
16946,LUNCH,45871,0,846,172,100,100,High
23786,BREAKFAST,47918,100,846,800,100,100,Middle
23778,BREAKFAST,47918,100,846,846,100,100,Elementary
23779,BREAKFAST,47918,100,846,846,100,100,Elementary
23780,BREAKFAST,47918,100,846,846,100,100,Elementary
23784,BREAKFAST,47918,100,846,800,100,100,Elementary
8492,LUNCH,58621,0,846,240,100,100,Mixed
24944,BREAKFAST,61547,100,846,846,100,100,Elementary
9590,LUNCH,93206,0,846,547,100,100,Elementary
24945,LUNCH,131678,100,846,846,100,100,Middle
13526,BREAKFAST,21199,0,847,401,100,100,Elementary
8769,BREAKFAST,21838,0,847,368,100,100,High
24715,BREAKFAST,25070,0,847,393,100,100,High
17373,BREAKFAST,35967,0,847,744,100,100,Elementary
24716,LUNCH,77669,0,847,393,100,100,Mixed
8770,LUNCH,80047,0,847,368,100,100,Mixed
13527,LUNCH,80616,0,847,401,100,100,Elementary
17374,LUNCH,102767,0,847,744,100,100,Elementary
3023,BREAKFAST,8525,0,848,141,100,100,Elementary
12564,BREAKFAST,9189,0,848,227,100,100,High
7389,BREAKFAST,16067,0,848,439,100,100,Middle
12781,BREAKFAST,24235,0,848,285,100,100,High
3024,LUNCH,34743,0,848,141,100,100,Mixed
14200,BREAKFAST,45049,0,848,217,100,100,Mixed
7388,LUNCH,68980,0,848,439,100,100,Mixed
12780,LUNCH,89122,0,848,285,100,100,Mixed
1807,BREAKFAST,1033,0,849,289,100,100,Mixed
4783,LUNCH,12047,0,849,43,100,100,High
1808,LUNCH,35029,0,849,289,100,100,High
9497,BREAKFAST,15437,0,850,234,100,100,Elementary
14454,BREAKFAST,21522,0,850,430,100,100,Mixed
21049,LUNCH,35585,0,850,228,100,100,Elementary
18918,LUNCH,54522,0,850,347,100,100,Middle
14455,LUNCH,83036,0,850,430,100,100,Middle
19365,BREAKFAST,12199,0,851,250,100,100,Middle
5914,BREAKFAST,21039,0,851,205,100,100,Elementary
8480,BREAKFAST,32080,0,851,538,100,100,High
19442,BREAKFAST,35353,0,851,748,100,100,Mixed
17135,LUNCH,43602,0,851,287,100,100,Mixed
19364,LUNCH,49403,0,851,250,100,100,Elementary
5915,LUNCH,81559,0,851,205,100,100,Mixed
8481,LUNCH,83377,0,851,538,100,100,Elementary
19443,LUNCH,96467,0,851,748,100,100,Middle
18709,BREAKFAST,7078,0,852,644,100,100,Middle
17417,BREAKFAST,37131,0,852,803,100,100,Elementary
21748,BREAKFAST,44972,100,852,708,100,100,Middle
21747,BREAKFAST,44972,100,852,708,100,100,Middle
21749,BREAKFAST,44972,100,852,791,100,100,Middle
21746,BREAKFAST,44972,100,852,708,100,100,Middle
21750,BREAKFAST,44972,100,852,791,100,100,Middle
21751,BREAKFAST,44972,100,852,791,100,100,Middle
17418,LUNCH,102085,0,852,803,100,100,Elementary
21026,BREAKFAST,10742,0,853,458,100,100,Mixed
21044,LUNCH,42655,0,853,316,100,100,Mixed
2896,LUNCH,73353,0,853,289,100,100,Elementary
11854,LUNCH,46461,0,854,96,100,100,Middle
14181,LUNCH,56409,0,854,336,100,100,Mixed
14180,BREAKFAST,74423,0,854,336,100,100,Mixed
3001,BREAKFAST,4441,0,855,90,100,100,Middle
14394,BREAKFAST,14912,0,855,182,100,100,Middle
14395,LUNCH,39609,0,855,182,100,100,Elementary
3000,LUNCH,53229,0,855,90,100,100,Elementary
13512,LUNCH,60135,100,855,855,100,100,Elementary
7712,BREAKFAST,18537,0,856,378,100,100,Middle
8772,BREAKFAST,24003,0,856,440,100,100,Elementary
13510,BREAKFAST,28716,0,856,856,100,100,Elementary
15535,BREAKFAST,55910,0,856,425,100,100,High
7714,LUNCH,62636,0,856,378,100,100,Mixed
8771,LUNCH,79448,0,856,440,100,100,Elementary
16288,BREAKFAST,10760,0,857,345,100,100,Mixed
14103,BREAKFAST,14779,0,857,190,100,100,Elementary
23976,BREAKFAST,16978,0,857,501,100,100,High
25673,BREAKFAST,20270,0,857,307,100,100,Elementary
14104,LUNCH,35151,0,857,190,100,100,Elementary
15022,BREAKFAST,39416,0,857,857,100,100,Elementary
16289,LUNCH,62599,0,857,345,100,100,Elementary
25674,LUNCH,68948,0,857,307,100,100,Elementary
15023,LUNCH,99882,0,857,857,100,100,Elementary
1371,BREAKFAST,8213,0,858,237,100,100,Elementary
7715,BREAKFAST,17406,0,858,360,100,100,Mixed
1372,LUNCH,33359,0,858,237,100,100,Elementary
20724,BREAKFAST,37326,100,858,736,100,100,Elementary
7716,LUNCH,70296,0,858,360,100,100,Middle
7626,BREAKFAST,98714,0,858,217,100,100,Elementary
20725,LUNCH,101638,100,858,736,100,100,Mixed
3798,BREAKFAST,12984,0,859,332,100,100,Elementary
13172,BREAKFAST,14011,0,859,200,100,100,Elementary
5916,BREAKFAST,20176,0,859,418,100,100,Mixed
1522,BREAKFAST,27604,0,859,469,100,100,Elementary
22695,BREAKFAST,28397,100,859,859,100,100,Middle
13171,LUNCH,31472,0,859,200,100,100,Mixed
22719,BREAKFAST,76488,100,859,859,100,100,Elementary
22718,BREAKFAST,76488,100,859,859,100,100,Middle
22716,BREAKFAST,76488,100,859,859,100,100,Middle
22711,BREAKFAST,76488,100,859,840,100,100,Middle
22709,BREAKFAST,76488,100,859,840,100,100,Middle
22708,BREAKFAST,76488,100,859,840,100,100,Middle
22710,BREAKFAST,76488,100,859,840,100,100,Middle
22692,LUNCH,82935,100,859,859,100,100,Middle
22693,LUNCH,82935,100,859,859,100,100,Middle
22694,LUNCH,82935,100,859,859,100,100,Mixed
22714,LUNCH,91506,100,859,840,100,100,Middle
22704,LUNCH,91506,100,859,859,100,100,Middle
22707,LUNCH,91506,100,859,859,100,100,Middle
22713,LUNCH,91506,100,859,840,100,100,Middle
22715,LUNCH,91506,100,859,840,100,100,Elementary
22712,LUNCH,91506,100,859,840,100,100,Middle
1565,BREAKFAST,2967,0,860,298,100,100,Mixed
1679,BREAKFAST,6194,0,860,228,100,100,Mixed
543,BREAKFAST,24079,0,860,471,100,100,Middle
1678,LUNCH,29075,0,860,228,100,100,Middle
1564,LUNCH,34805,0,860,298,100,100,Middle
542,LUNCH,47201,0,860,471,100,100,Elementary
